;host_is_superhost;host_total_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;extra_people;minimum_nights;number_of_reviews;instant_bookable;ano;mes;num_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Outro;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period;price
338;0;3.0;-22.924733018859257;-43.19144220741262;2;1.5;1.0;2.0;34.0;2;13;0;2018;4;18;False;False;False;True;False;True;False;False;239.0
340;0;1.0;-22.959867595274776;-43.20826855240601;5;1.5;2.0;3.0;0.0;2;1;0;2018;4;10;True;False;False;False;False;False;True;False;649.0
342;0;1.0;-22.96733825279193;-43.49179654833001;2;1.0;1.0;1.0;50.0;1;0;0;2018;4;16;False;False;False;True;False;False;True;False;201.0
343;0;1.0;-22.96528749449213;-43.23700501085349;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;12;False;False;True;False;True;False;False;False;683.0
344;0;4.0;-22.98042395376569;-43.22523689502286;4;2.0;2.0;4.0;0.0;4;0;0;2018;4;27;True;False;False;False;False;False;True;False;683.0
345;1;2.0;-23.01356781141426;-43.31437445684338;4;1.0;1.0;3.0;90.0;2;7;0;2018;4;36;False;False;False;True;False;False;True;False;150.0
346;0;1.0;-23.021969148982752;-43.51959449724422;4;1.0;1.0;2.0;118.0;2;0;0;2018;4;10;False;False;True;False;False;False;True;False;201.0
347;0;6.0;-22.978762563749125;-43.22409553427191;1;1.0;1.0;1.0;0.0;2;41;1;2018;4;19;True;False;False;False;False;False;True;False;89.0
348;1;2.0;-22.94311132915324;-43.18365506854623;2;2.0;1.0;2.0;60.0;4;97;0;2018;4;25;True;False;False;False;False;True;False;False;79.0
349;1;2.0;-22.9848032810666;-43.19580586783267;2;1.0;1.0;1.0;50.0;3;29;1;2018;4;32;True;False;False;False;False;False;True;False;89.0
352;1;4.0;-22.923570862730426;-43.172119690364845;2;2.0;1.0;2.0;40.0;3;102;0;2018;4;31;True;False;False;False;False;False;True;False;89.0
353;0;4.0;-22.986835921954658;-43.19196863179644;3;2.0;1.0;2.0;60.0;3;14;0;2018;4;19;True;False;False;False;False;False;True;False;232.0
354;0;1.0;-22.968731674254144;-43.18238445500861;4;1.0;1.0;2.0;0.0;2;4;1;2018;4;17;True;False;False;False;False;False;True;False;201.0
358;0;2.0;-22.944907761773145;-43.18311802407714;4;1.0;1.0;1.0;90.0;4;54;0;2018;4;12;True;False;False;False;False;False;True;False;208.0
359;0;4.0;-22.91443003793194;-43.18853292676649;3;1.0;1.0;1.0;63.0;1;1;0;2018;4;11;False;True;False;False;False;False;True;False;188.0
361;1;5.0;-22.9848838367678;-43.191953788987455;2;3.0;4.0;1.0;0.0;5;7;0;2018;4;25;True;False;False;False;False;False;True;False;99.0
363;0;1.0;-22.969840949004585;-43.18324278880123;2;1.0;1.0;1.0;0.0;3;90;0;2018;4;9;True;False;False;False;False;False;True;False;271.0
364;0;5.0;-22.96218437355897;-43.17410054730341;3;0.0;1.0;1.0;0.0;5;0;0;2018;4;1;True;False;False;False;False;False;True;False;249.0
365;0;1.0;-22.937201210838253;-43.19450875247197;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;2;False;False;False;True;False;True;False;False;301.0
366;0;1.0;-22.934581514745027;-43.17781569527578;1;2.0;2.0;2.0;34.0;1;1;0;2018;4;9;True;False;False;False;False;False;True;False;137.0
367;1;6.0;-22.981014876513587;-43.22584861687908;4;1.0;1.0;4.0;0.0;4;133;1;2018;4;15;True;False;False;False;False;False;True;False;164.0
369;0;1.0;-22.954154968317223;-43.19434644183605;2;2.0;1.0;2.0;80.0;1;1;0;2018;4;8;True;False;False;False;True;False;False;False;89.0
371;1;3.0;-22.96484017162533;-43.17288296226699;4;1.0;1.0;2.0;21.0;3;31;0;2018;4;16;True;False;False;False;False;False;True;False;102.0
372;0;5.0;-22.96029179137165;-43.20141926364556;2;1.0;1.0;1.0;50.0;1;3;0;2018;4;23;False;False;False;True;False;False;True;False;102.0
373;0;2.0;-23.01124413074581;-43.372540469340905;4;2.0;2.0;2.0;75.0;3;50;0;2018;4;24;True;False;False;False;False;True;False;False;294.0
374;0;1.0;-22.91585005925094;-43.17898058597553;3;1.0;1.0;2.0;80.0;2;31;0;2018;4;15;False;False;True;False;False;False;True;False;151.0
377;0;2.0;-22.982701312808626;-43.19101978405681;6;2.0;3.0;4.0;0.0;2;182;1;2018;4;38;True;False;False;False;False;False;True;False;563.0
378;1;3.0;-22.981935053134823;-43.18916102240243;3;1.0;1.0;1.0;29.0;3;130;1;2018;4;18;True;False;False;False;False;False;True;False;201.0
382;0;1.0;-22.98163317680996;-43.19178298794705;2;3.0;1.0;1.0;0.0;1;2;0;2018;4;17;True;False;False;False;True;False;False;False;499.0
383;0;1.0;-22.93587320267586;-43.17814703882485;2;1.5;1.0;1.0;0.0;1;0;0;2018;4;14;True;False;False;False;True;False;False;False;683.0
384;1;3.0;-22.98289210063448;-43.190991260416055;4;1.0;1.0;3.0;85.0;5;80;0;2018;4;11;True;False;False;False;False;False;True;False;304.0
385;0;4.0;-22.983057646256967;-43.19209555082963;6;2.0;3.0;3.0;52.0;2;5;0;2018;4;11;True;False;False;False;False;False;True;False;454.0
386;0;4.0;-22.978194543997656;-43.190198307274834;3;1.0;1.0;2.0;30.0;2;19;0;2018;4;8;True;False;False;False;False;False;True;False;150.0
387;0;4.0;-22.985142595276464;-43.19087757962256;3;0.0;2.0;1.0;52.0;3;5;0;2018;4;10;True;False;False;False;False;False;True;False;150.0
390;0;2.0;-22.950916953117773;-43.19874028266462;2;1.0;1.0;1.0;75.0;3;10;0;2018;4;22;True;False;False;False;False;False;True;False;215.0
391;0;5.0;-22.98395086916311;-43.19835394766464;4;1.5;1.0;2.0;0.0;5;1;0;2018;4;12;True;False;False;False;False;True;False;False;854.0
392;0;5.0;-22.983924740409403;-43.19992725889221;1;1.0;1.0;1.0;0.0;1;0;0;2018;4;5;True;False;False;False;False;False;True;False;854.0
393;0;5.0;-22.959956093098;-43.201092412607146;5;2.0;2.0;2.0;100.0;5;1;0;2018;4;20;True;False;False;False;False;True;False;False;700.0
395;0;1.0;-22.96380677741144;-43.175574025572224;2;0.5;1.0;1.0;60.0;1;1;0;2018;4;20;True;False;False;False;False;False;True;False;120.0
396;0;2.0;-23.014201933895663;-43.30491401395732;2;1.5;1.0;1.0;0.0;2;3;0;2018;4;12;True;False;False;False;False;False;True;False;799.0
397;0;2.0;-23.01502509792826;-43.30016201825993;4;2.5;2.0;2.0;0.0;2;26;0;2018;4;15;True;False;False;False;False;False;True;False;799.0
398;1;6.0;-22.97522840129995;-43.18877583242785;4;1.0;1.0;2.0;100.0;2;184;0;2018;4;9;True;False;False;False;False;False;True;False;150.0
399;1;6.0;-22.976043424256247;-43.18673279710254;6;1.5;2.0;2.0;100.0;2;185;0;2018;4;19;True;False;False;False;False;False;True;False;240.0
400;0;2.0;-22.92210076985005;-43.17418616852884;8;2.0;5.0;5.0;20.0;5;1;0;2018;4;8;True;False;False;False;True;False;False;False;99.0
402;0;1.0;-22.987750896626697;-43.19350174346429;2;1.0;1.0;1.0;100.0;5;20;0;2018;4;10;True;False;False;False;False;False;True;False;386.0
403;1;3.0;-23.00945089717515;-43.35590717930332;4;2.0;2.0;2.0;0.0;7;2;0;2018;4;17;True;False;False;False;False;True;False;False;229.0
406;0;1.0;-22.9758216495511;-43.197099413467015;5;3.0;2.0;2.0;0.0;4;1;0;2018;4;12;True;False;False;False;False;False;True;False;1000.0
408;0;1.0;-22.95337425602984;-43.1680002979276;2;1.5;1.0;1.0;34.0;7;10;0;2018;4;20;True;False;False;False;False;False;True;False;75.0
409;0;1.0;-22.9658157769378;-43.19117740547228;4;1.0;1.0;4.0;20.0;1;2;0;2018;4;17;True;False;False;False;True;False;False;False;208.0
410;0;5.0;-22.986097246807905;-43.190141861472135;4;2.5;2.0;2.0;0.0;3;29;1;2018;4;38;True;False;False;False;False;False;True;False;758.0
411;1;1.0;-22.913388084880125;-43.1758620518691;4;1.0;1.0;1.0;60.0;3;44;0;2018;4;9;True;False;False;False;False;True;False;False;79.0
412;0;1.0;-22.982236692816095;-43.19419941799162;6;1.0;1.0;6.0;0.0;7;10;1;2018;4;33;True;False;False;False;False;False;True;False;229.0
414;0;1.0;-22.933085728001675;-43.17627669513851;2;1.0;1.0;2.0;68.0;1;1;0;2018;4;11;True;False;False;False;False;False;True;False;514.0
416;0;1.0;-22.92041455239312;-43.19038260316655;7;1.0;3.0;6.0;84.0;1;3;1;2018;4;16;True;False;False;False;False;True;False;False;338.0
417;1;6.0;-22.9813191657172;-43.19045557847762;5;1.5;2.0;5.0;0.0;2;68;0;2018;4;12;True;False;False;False;False;False;True;False;301.0
418;0;4.0;-22.967690434647057;-43.18396690532985;6;1.0;2.0;4.0;50.0;1;130;0;2018;4;19;True;False;False;False;False;False;True;False;171.0
419;0;1.0;-22.968735931346984;-43.18609619683723;4;1.0;0.0;2.0;0.0;2;101;0;2018;4;9;True;False;False;False;False;False;True;False;96.0
420;0;5.0;-23.00924140739926;-43.34071893627162;2;1.0;1.0;1.0;0.0;1;8;1;2018;4;10;False;False;True;False;False;True;False;False;208.0
423;0;5.0;-22.984331603329363;-43.194884510184544;6;2.5;3.0;4.0;0.0;3;11;0;2018;4;27;True;False;False;False;False;False;True;False;188.0
424;0;1.0;-22.98336272822639;-43.19144404091001;4;2.0;2.0;2.0;0.0;5;6;0;2018;4;12;True;False;False;False;False;False;True;False;400.0
425;0;5.0;-22.985145689440014;-43.200014412737794;4;1.0;1.0;2.0;42.0;3;15;1;2018;4;22;True;False;False;False;False;False;True;False;212.0
426;0;3.0;-22.97392888089965;-43.18862124081191;4;1.0;2.0;2.0;70.0;4;46;0;2018;4;14;True;False;False;False;False;False;True;False;120.0
430;0;1.0;-22.967606430369944;-43.18570719398811;3;1.0;1.0;2.0;0.0;2;126;1;2018;4;20;False;False;False;True;False;False;True;False;126.0
431;1;5.0;-22.98545127859173;-43.23312123036965;3;1.5;1.0;2.0;50.0;2;45;0;2018;4;21;True;False;False;False;False;False;True;False;113.0
432;1;5.0;-22.913725668670363;-43.18078913801661;4;1.0;1.0;4.0;30.0;2;10;0;2018;4;12;True;False;False;False;False;False;True;False;130.0
434;0;1.0;-22.9405741972243;-43.1761112263323;2;1.0;1.0;1.0;40.0;1;9;0;2018;4;6;True;False;False;False;False;True;False;False;301.0
435;0;4.0;-22.963558891061133;-43.17541642555502;2;1.0;1.0;1.0;0.0;4;25;0;2018;4;13;True;False;False;False;False;False;True;False;150.0
436;0;1.0;-22.946413170304695;-43.182284175484455;1;0.0;1.0;1.0;0.0;1;0;0;2018;4;1;True;False;False;False;True;False;False;False;342.0
437;0;1.0;-22.98569583001392;-43.19100675246808;4;1.0;1.0;2.0;50.0;3;70;0;2018;4;17;True;False;False;False;False;False;True;False;201.0
438;1;2.0;-22.92138563404582;-43.178332082292926;3;1.0;2.0;1.0;50.0;2;141;0;2018;4;16;True;False;False;False;False;False;True;False;68.0
440;0;3.0;-22.954110081466418;-43.19504542048918;1;1.0;1.0;1.0;0.0;1;5;0;2018;4;14;True;False;False;False;False;False;True;False;199.0
442;0;1.0;-22.988216080658283;-43.23255532680861;4;1.0;1.0;1.0;100.0;3;0;0;2018;4;12;True;False;False;False;True;False;False;False;1001.0
444;1;1.0;-22.9564358717226;-43.20233909330719;6;1.5;3.0;5.0;50.0;3;41;1;2018;4;25;True;False;False;False;False;False;True;False;280.0
446;0;1.0;-22.97918630598195;-43.2351845500664;8;2.0;2.0;6.0;0.0;3;1;0;2018;4;19;True;False;False;False;True;False;False;False;181.0
449;0;1.0;-22.926670323238653;-43.18052703510731;4;2.0;2.0;2.0;0.0;1;15;0;2018;4;12;True;False;False;False;False;False;True;False;400.0
450;0;2.0;-22.988630662741;-43.23368128932155;5;2.0;3.0;3.0;0.0;5;2;0;2018;4;13;True;False;False;False;False;False;True;False;949.0
451;0;2.0;-22.984266792350077;-43.20796239151668;6;2.0;3.0;4.0;0.0;3;18;0;2018;4;31;True;False;False;False;False;False;True;False;799.0
452;0;1.0;-22.917108666951805;-43.18593736145858;3;1.0;1.0;1.0;50.0;3;2;0;2018;4;12;True;False;False;False;False;False;True;False;229.0
453;0;1.0;-22.98522040060683;-43.20086421830424;2;2.0;1.0;1.0;0.0;5;6;0;2018;4;7;True;False;False;False;True;False;False;False;342.0
454;0;1.0;-22.93227277608502;-43.18397432271268;2;1.0;1.0;2.0;50.0;3;5;0;2018;4;12;True;False;False;False;False;True;False;False;99.0
455;0;1.0;-22.982277749176863;-43.19839617802525;5;2.0;2.0;3.0;0.0;2;12;0;2018;4;9;True;False;False;False;False;False;True;False;342.0
456;0;2.0;-22.986624476319896;-43.19098014921825;1;1.0;1.0;1.0;0.0;7;2;0;2018;4;11;False;False;False;True;False;False;True;False;150.0
457;1;1.0;-22.93845386332973;-43.17663169289283;6;1.0;2.0;2.0;0.0;2;61;1;2018;4;20;True;False;False;False;False;False;True;False;92.0
459;0;1.0;-22.93317955840156;-43.17680797752786;2;1.0;1.0;1.0;0.0;1;45;0;2018;4;15;True;False;False;False;False;False;True;False;249.0
460;0;1.0;-22.898861666060704;-43.21927846887211;4;2.0;1.0;4.0;70.0;1;3;0;2018;4;15;False;False;True;False;False;False;True;False;126.0
461;0;1.0;-22.98573127863574;-43.496848240611335;5;1.0;2.0;5.0;50.0;2;0;0;2018;4;8;False;False;True;False;False;True;False;False;301.0
462;0;6.0;-22.97788700110229;-43.225613853037856;6;2.0;3.0;3.0;40.0;3;9;0;2018;4;20;True;False;False;False;False;False;True;False;400.0
463;0;2.0;-22.962739357067758;-43.17717985328229;6;3.0;2.0;2.0;0.0;3;13;1;2018;4;21;True;False;False;False;False;False;True;False;168.0
464;0;1.0;-22.99501317186293;-43.27394068910858;4;1.0;1.0;4.0;50.0;2;1;0;2018;4;19;False;False;False;True;False;True;False;False;181.0
468;0;2.0;-22.959399893872146;-43.20252609789028;4;2.0;2.0;2.0;50.0;2;6;0;2018;4;20;True;False;False;False;False;True;False;False;188.0
470;1;4.0;-22.921189892934365;-43.17459708791519;1;2.0;1.0;1.0;40.0;3;75;1;2018;4;35;True;False;False;False;False;True;False;False;89.0
471;0;1.0;-22.942884493412457;-43.181151315082296;2;1.5;1.0;1.0;0.0;3;49;0;2018;4;14;True;False;False;False;False;False;True;False;130.0
475;0;1.0;-22.98077924386018;-43.20843902003013;4;1.0;2.0;4.0;0.0;7;6;0;2018;4;12;True;False;False;False;False;False;True;False;526.0
476;0;2.0;-22.957990719635216;-43.20390397870339;1;1.0;1.0;1.0;90.0;7;1;0;2018;4;19;True;False;False;False;False;False;True;False;201.0
477;0;3.0;-22.96192256145677;-43.18115706989235;2;1.5;1.0;1.0;0.0;2;0;0;2018;4;18;True;False;False;False;False;False;True;False;191.0
479;0;4.0;-22.9809186513638;-43.19179159051293;2;0.0;1.0;1.0;34.0;8;11;0;2018;4;18;True;False;False;False;False;False;True;False;171.0
480;0;1.0;-22.98373509559502;-43.1924098890776;2;1.0;1.0;2.0;0.0;4;0;0;2018;4;16;True;False;False;False;False;False;True;False;222.0
481;0;3.0;-22.91585926065169;-43.20939275709866;1;3.0;1.0;1.0;25.0;1;5;0;2018;4;26;False;False;False;True;False;False;True;False;41.0
484;0;2.0;-23.00730546229472;-43.32376033222139;4;2.0;2.0;3.0;0.0;3;6;0;2018;4;22;True;False;False;False;False;False;True;False;150.0
485;0;1.0;-22.983096284994456;-43.20063186852567;2;1.0;1.0;1.0;0.0;1;2;0;2018;4;1;True;False;False;False;False;False;True;False;499.0
486;0;2.0;-22.96995670780437;-43.1825230102685;4;1.0;1.0;2.0;20.0;5;47;1;2018;4;30;True;False;False;False;False;False;True;False;171.0
487;0;1.0;-22.901240859120584;-43.34985884309783;3;1.0;1.0;2.0;0.0;1;0;0;2018;4;11;False;False;True;False;True;False;False;False;342.0
488;0;2.0;-22.978437892173417;-43.18856697029617;4;1.0;1.0;1.0;85.0;2;0;0;2018;4;9;True;False;False;False;False;True;False;False;427.0
489;0;1.0;-22.934087653139954;-43.18081591762393;2;1.0;1.0;1.0;26.0;2;56;0;2018;4;9;True;False;False;False;False;False;True;False;68.0
491;0;1.0;-22.96082614775812;-43.20411739186436;2;1.0;1.0;1.0;0.0;1;5;1;2018;4;10;True;False;False;False;False;False;True;False;348.0
493;1;2.0;-22.984254883650863;-43.21416932707493;3;1.0;1.0;2.0;30.0;2;85;1;2018;4;30;True;False;False;False;True;False;False;False;150.0
495;0;2.0;-23.00897249916725;-43.42436659330721;2;1.0;1.0;2.0;0.0;4;1;1;2018;4;20;False;False;True;False;False;False;True;False;324.0
496;0;3.0;-22.81027552645929;-43.18177774736999;2;1.0;1.0;1.0;89.0;2;2;0;2018;4;14;False;False;True;False;False;False;True;False;240.0
497;0;2.0;-23.006900470598502;-43.31146697305052;2;1.0;1.0;1.0;0.0;2;1;1;2018;4;7;False;False;True;False;False;True;False;False;143.0
499;0;1.0;-22.974216239333504;-43.328482846442135;4;1.0;1.0;2.0;100.0;2;0;0;2018;4;12;True;False;False;False;True;False;False;False;188.0
500;0;2.0;-22.949393796868133;-43.18250404399445;4;1.5;2.0;3.0;0.0;3;15;0;2018;4;33;True;False;False;False;False;False;True;False;301.0
501;0;4.0;-22.934920764007448;-43.17585036081511;2;2.0;1.0;1.0;0.0;2;2;0;2018;4;15;True;False;False;False;False;False;True;False;700.0
502;0;2.0;-23.006603364278423;-43.29758219695447;2;1.0;1.0;1.0;0.0;5;6;0;2018;4;1;False;False;False;True;False;False;True;False;239.0
505;1;3.0;-22.98463314861537;-43.213377226981976;4;1.0;1.0;1.0;50.0;4;18;1;2018;4;25;True;False;False;False;False;False;True;False;249.0
506;1;2.0;-22.982446309191545;-43.1908803385082;6;1.5;3.0;3.0;70.0;2;110;1;2018;4;19;True;False;False;False;False;False;True;False;348.0
508;0;2.0;-22.915054867317348;-43.18491890631722;2;1.0;1.0;1.0;0.0;4;10;0;2018;4;7;True;False;False;False;False;False;True;False;157.0
509;0;1.0;-23.00811356922707;-43.43593119002332;2;1.0;1.0;1.0;102.0;1;1;0;2018;4;9;True;False;False;False;False;True;False;False;102.0
510;0;5.0;-22.98646545499449;-43.194312152855154;4;1.0;1.0;3.0;40.0;5;99;0;2018;4;10;True;False;False;False;False;False;True;False;181.0
511;0;1.0;-23.008709757244738;-43.32222678564823;3;2.0;2.0;3.0;50.0;3;19;0;2018;4;22;True;False;False;False;False;False;True;False;301.0
513;0;1.0;-23.00462609535956;-43.37645652569506;4;2.0;2.0;4.0;0.0;2;12;0;2018;4;16;True;False;False;False;False;False;True;False;208.0
514;0;2.0;-22.98661138210036;-43.19455998423339;2;1.0;1.0;2.0;100.0;3;1;0;2018;4;8;True;False;False;False;False;False;True;False;301.0
516;1;6.0;-22.98176592429182;-43.1999003863148;5;1.0;2.0;5.0;0.0;4;159;1;2018;4;35;True;False;False;False;False;False;True;False;273.0
517;0;2.0;-22.93398200734629;-43.240687342821936;3;2.0;2.0;2.0;90.0;2;1;0;2018;4;17;True;False;False;False;True;False;False;False;280.0
522;0;1.0;-22.98432512926395;-43.22915480172734;1;2.0;2.0;1.0;0.0;5;3;0;2018;4;30;True;False;False;False;False;False;True;False;161.0
524;1;4.0;-22.999718379214823;-43.35812529152568;4;2.0;1.0;2.0;25.0;2;9;0;2018;4;15;True;False;False;False;False;False;True;False;126.0
525;1;1.0;-22.983939895931087;-43.22620317989102;2;1.0;1.0;2.0;0.0;2;80;0;2018;4;16;True;False;False;False;False;True;False;False;239.0
526;0;1.0;-22.920517607598544;-43.253905689634514;2;1.0;1.0;1.0;61.0;1;1;0;2018;4;7;True;False;False;False;False;False;True;False;68.0
529;1;2.0;-22.96583211640093;-43.188665429342194;2;1.0;1.0;2.0;60.0;1;48;1;2018;4;26;True;False;False;False;False;True;False;False;150.0
531;0;5.0;-22.987582393389857;-43.193228732086006;2;1.0;1.0;1.0;0.0;5;22;0;2018;4;10;True;False;False;False;False;False;True;False;205.0
532;0;3.0;-22.991872497241776;-43.23300608300078;2;1.0;1.0;1.0;30.0;2;235;1;2018;4;20;False;False;True;False;False;False;True;False;201.0
533;0;3.0;-23.004192750463652;-43.322932219154815;2;1.0;1.0;1.0;80.0;1;1;0;2018;4;16;True;False;False;False;False;False;True;False;150.0
534;0;1.0;-22.931934572150947;-43.2409097332862;2;2.0;1.0;1.0;0.0;2;1;0;2018;4;13;True;False;False;False;False;True;False;False;411.0
538;0;1.0;-23.007952264409997;-43.32031347863486;2;1.0;1.0;2.0;60.0;1;28;0;2018;4;21;False;True;False;False;False;False;True;False;174.0
539;0;1.0;-23.01604395528972;-43.44627697739577;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;12;True;False;False;False;False;False;True;False;250.0
540;0;1.0;-23.010374965675226;-43.329551263161925;2;2.0;1.0;1.0;0.0;2;1;0;2018;4;35;True;False;False;False;False;False;True;False;239.0
542;0;1.0;-22.93588027424875;-43.193298405281205;2;1.0;1.0;1.0;0.0;1;21;0;2018;4;22;True;False;False;False;False;False;True;False;68.0
543;0;4.0;-22.97855095543318;-43.188731635198046;5;1.0;1.0;3.0;100.0;1;3;0;2018;4;26;False;False;False;True;True;False;False;False;201.0
544;0;2.0;-22.94461810388808;-43.182349028713496;3;1.0;1.0;1.0;50.0;1;3;0;2018;4;14;True;False;False;False;False;False;True;False;89.0
545;1;4.0;-23.00117393607749;-43.359134982120025;4;1.0;1.0;2.0;25.0;2;7;0;2018;4;8;True;False;False;False;False;False;True;False;126.0
546;0;4.0;-22.97402664718794;-43.413886470645984;6;1.0;2.0;4.0;60.0;1;0;1;2018;4;25;True;False;False;False;True;False;False;False;150.0
547;0;1.0;-22.98037953063757;-43.19809187914648;2;1.0;1.0;1.0;0.0;1;17;0;2018;4;13;True;False;False;False;False;False;True;False;301.0
548;0;2.0;-22.943746217577928;-43.20534804149859;3;1.0;1.0;2.0;78.0;3;56;0;2018;4;17;False;False;False;True;False;False;True;False;113.0
549;0;2.0;-22.914807224490048;-43.19154951644465;3;2.0;1.0;1.0;68.0;4;2;0;2018;4;20;True;False;False;False;False;False;True;False;102.0
550;1;1.0;-23.010899963316383;-43.3691800210698;7;2.0;2.0;6.0;50.0;1;86;1;2018;4;22;True;False;False;False;False;False;True;False;454.0
554;0;4.0;-22.96362001443652;-43.176012677363126;2;1.0;1.0;2.0;0.0;1;35;0;2018;4;6;True;False;False;False;False;False;True;False;273.0
555;0;2.0;-22.982893033886416;-43.20890527211108;3;1.0;1.0;3.0;0.0;5;8;0;2018;4;22;True;False;False;False;False;False;True;False;348.0
557;0;1.0;-22.96315171588574;-43.16938613876024;2;1.0;1.0;2.0;0.0;2;14;0;2018;4;16;True;False;False;False;False;False;True;False;140.0
558;0;3.0;-22.91419493769418;-43.18285415010404;2;1.0;1.0;1.0;0.0;5;3;0;2018;4;9;True;False;False;False;False;False;True;False;301.0
560;0;3.0;-22.955784578070457;-43.19387141730748;1;1.0;1.0;1.0;40.0;4;37;1;2018;4;16;True;False;False;False;False;True;False;False;38.0
561;1;2.0;-22.980939022893384;-43.19165868896571;2;1.0;1.0;1.0;40.0;3;108;1;2018;4;19;True;False;False;False;False;False;True;False;96.0
563;0;1.0;-22.98672785972597;-43.19772498059087;2;1.0;1.0;1.0;60.0;2;169;1;2018;4;18;True;False;False;False;False;False;True;False;201.0
564;0;1.0;-22.95960822103797;-43.20447762467022;3;1.0;1.0;1.0;100.0;1;0;0;2018;4;21;True;False;False;False;True;False;False;False;499.0
565;0;1.0;-23.01069304603234;-43.328806856241954;2;1.0;1.0;1.0;0.0;5;1;0;2018;4;16;True;False;False;False;False;False;True;False;850.0
566;0;1.0;-22.95197659848785;-43.18611973810878;1;2.0;1.0;1.0;30.0;7;123;0;2018;4;26;True;False;False;False;False;True;False;False;51.0
567;0;1.0;-22.91401195586049;-43.18731532152543;2;1.0;1.0;4.0;60.0;2;1;0;2018;4;10;True;False;False;False;False;True;False;False;150.0
568;0;5.0;-22.965318269263552;-43.18012924818844;6;2.0;3.0;6.0;0.0;3;29;0;2018;4;13;True;False;False;False;False;False;True;False;249.0
569;0;6.0;-22.902037679323904;-43.22353122456084;2;1.0;1.0;2.0;40.0;2;9;0;2018;4;12;False;False;False;True;True;False;False;False;99.0
571;1;6.0;-22.928947760323613;-43.194271259514665;3;1.0;1.0;2.0;42.0;1;43;0;2018;4;30;False;False;True;False;False;True;False;False;232.0
573;0;1.0;-22.959239041601784;-43.35666576966915;4;1.0;1.0;2.0;0.0;1;0;0;2018;4;15;True;False;False;False;True;False;False;False;901.0
575;0;1.0;-22.97300693426494;-43.22605573397671;4;1.0;1.0;1.0;0.0;5;2;0;2018;4;15;True;False;False;False;False;False;True;False;96.0
577;0;2.0;-22.924105076308205;-43.17463149895663;4;2.0;3.0;3.0;0.0;1;0;0;2018;4;8;True;False;False;False;True;False;False;False;150.0
578;0;1.0;-22.974237779015155;-43.18792200143999;2;1.0;1.0;1.0;0.0;2;175;0;2018;4;22;True;False;False;False;False;False;True;False;140.0
582;0;2.0;-22.94475397982131;-43.1824441767315;2;2.0;1.0;1.0;60.0;3;15;1;2018;4;11;True;False;False;False;False;False;True;False;130.0
584;0;1.0;-22.97644149227863;-43.18954097175256;6;1.0;2.0;3.0;0.0;3;23;0;2018;4;23;True;False;False;False;False;False;True;False;287.0
591;0;3.0;-22.92955498663364;-43.19463965569173;1;1.0;1.0;1.0;25.0;2;75;0;2018;4;16;False;False;True;False;True;False;False;False;55.0
595;0;1.0;-22.959591012981907;-43.206120862391394;4;3.0;2.0;2.0;0.0;7;0;0;2018;4;11;True;False;False;False;False;False;True;False;1025.0
596;0;1.0;-22.99023329238672;-43.35242053173522;4;2.0;2.0;3.0;0.0;1;5;1;2018;4;29;True;False;False;False;False;False;True;False;1195.0
597;0;2.0;-22.97298895259257;-43.19364403847008;4;1.0;1.0;2.0;100.0;1;7;0;2018;4;9;True;False;False;False;False;False;True;False;201.0
598;0;2.0;-22.943283925318617;-43.20431177166325;3;1.0;1.0;2.0;100.0;3;34;0;2018;4;23;False;False;True;False;False;False;True;False;219.0
601;0;4.0;-22.90721330615735;-43.40724507582449;3;1.0;1.0;2.0;0.0;3;0;0;2018;4;9;False;False;False;True;False;False;True;False;199.0
602;0;4.0;-22.90602488320318;-43.40892853680956;3;1.0;1.0;3.0;0.0;1;0;0;2018;4;6;False;False;True;False;False;False;True;False;250.0
603;0;4.0;-22.90617526961774;-43.40834853005014;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;6;False;False;True;False;False;False;True;False;201.0
605;1;3.0;-22.94969008525224;-43.18553269552725;5;2.0;2.0;2.0;40.0;2;135;1;2018;4;28;True;False;False;False;False;False;True;False;199.0
606;0;3.0;-22.97863242435448;-43.19001203951434;7;3.0;3.0;3.0;84.0;3;0;1;2018;4;14;True;False;False;False;False;False;True;False;379.0
607;0;1.0;-22.94186251391795;-43.19229253241435;1;2.0;1.0;1.0;0.0;2;0;0;2018;4;8;True;False;False;False;False;True;False;False;379.0
609;0;2.0;-22.95506424094596;-43.17513823579456;4;1.5;2.0;2.0;102.0;3;2;0;2018;4;14;True;False;False;False;False;False;True;False;683.0
610;0;3.0;-22.975486285711717;-43.19008521494207;2;2.0;1.0;2.0;50.0;5;17;0;2018;4;25;True;False;False;False;False;False;True;False;99.0
611;0;3.0;-22.974949853421453;-43.18883359835319;2;1.0;1.0;2.0;50.0;3;20;0;2018;4;23;True;False;False;False;False;True;False;False;99.0
612;1;2.0;-22.970777384066352;-43.18481663852539;3;1.0;1.0;2.0;50.0;2;88;0;2018;4;34;True;False;False;False;True;False;False;False;260.0
