;host_is_superhost;host_total_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;extra_people;minimum_nights;number_of_reviews;instant_bookable;ano;mes;num_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Outro;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period;price
922;0;1.0;-22.993149586854788;-43.30206272937136;2;1.0;1.0;2.0;0.0;3;0;0;2018;4;14;False;False;True;False;True;False;False;False;854.0
923;0;1.0;-22.96743750841736;-43.18454145619256;4;1.0;2.0;2.0;0.0;3;10;0;2018;4;15;False;False;False;True;True;False;False;False;359.0
924;0;1.0;-22.919889287457096;-43.18810214697565;3;1.0;1.0;2.0;110.0;2;10;0;2018;4;13;False;False;True;False;False;False;True;False;161.0
926;0;1.0;-22.943161347959247;-43.190895949965;1;1.0;0.0;1.0;20.0;1;0;0;2018;4;8;True;False;False;False;True;False;False;False;72.0
927;0;1.0;-22.97113499268798;-43.184151632961054;2;1.0;1.0;1.0;0.0;2;19;0;2018;4;16;True;False;False;False;False;True;False;False;171.0
929;0;2.0;-22.965073323539087;-43.17458867231096;3;1.0;1.0;2.0;0.0;3;22;1;2018;4;15;True;False;False;False;True;False;False;False;151.0
933;1;4.0;-23.01078895392933;-43.29421628859976;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;6;True;False;False;False;False;False;True;False;99.0
935;0;1.0;-22.947103929128048;-43.18387848767055;6;1.0;1.0;4.0;25.0;2;5;0;2018;4;24;True;False;False;False;False;False;True;False;99.0
937;1;4.0;-22.982738721442143;-43.19556815835065;2;1.0;0.0;1.0;0.0;3;213;1;2018;4;20;True;False;False;False;False;False;True;False;157.0
938;1;2.0;-22.967089327220783;-43.180197322533296;2;1.0;1.0;2.0;0.0;3;140;1;2018;4;27;True;False;False;False;False;False;True;False;219.0
940;0;1.0;-22.98127817905592;-43.20027932746728;3;1.5;2.0;2.0;0.0;5;0;0;2018;4;14;True;False;False;False;False;False;True;False;376.0
943;0;1.0;-22.93032486218685;-43.180280573681486;2;1.0;1.0;1.0;0.0;3;10;0;2018;4;13;True;False;False;False;False;False;True;False;199.0
946;1;6.0;-22.985550938254384;-43.19968799677784;2;1.0;1.0;1.0;34.0;4;127;1;2018;4;18;True;False;False;False;False;False;True;False;223.0
947;1;6.0;-22.9833533446673;-43.20961153580216;4;1.0;2.0;2.0;0.0;4;134;1;2018;4;18;True;False;False;False;False;False;True;False;246.0
949;1;6.0;-22.98028611377977;-43.20003333901351;2;1.0;1.0;1.0;0.0;4;119;1;2018;4;24;True;False;False;False;False;False;True;False;188.0
950;1;5.0;-22.98456326726072;-43.204973393184574;1;1.5;1.0;1.0;0.0;2;18;0;2018;4;29;False;False;True;False;False;False;True;False;99.0
951;0;2.0;-22.956388855049877;-43.1937092543881;6;1.0;1.0;1.0;0.0;5;0;0;2018;4;10;True;False;False;False;False;True;False;False;400.0
952;0;1.0;-22.98542031174347;-43.19050619581867;4;1.0;1.0;1.0;0.0;3;8;0;2018;4;9;True;False;False;False;False;False;True;False;301.0
955;0;4.0;-22.906322701833528;-43.19309688584911;2;0.5;1.0;1.0;80.0;2;18;0;2018;4;9;True;False;False;False;False;False;True;False;201.0
957;0;3.0;-22.98481202652792;-43.191536803746175;2;2.0;1.0;5.0;70.0;1;6;0;2018;4;20;True;False;False;False;False;False;True;False;301.0
959;0;1.0;-22.985162629929707;-43.19089398091055;3;1.0;1.0;1.0;0.0;1;195;0;2018;4;12;True;False;False;False;False;False;True;False;130.0
962;0;2.0;-22.96368268750248;-43.17499520396012;3;1.0;1.0;2.0;0.0;3;4;1;2018;4;15;True;False;False;False;True;False;False;False;171.0
963;0;2.0;-22.937528654378408;-43.19051246635149;4;1.0;1.0;2.0;102.0;4;1;0;2018;4;8;False;False;True;False;False;False;True;False;201.0
964;0;1.0;-22.970585298807634;-43.18508398231859;4;1.0;1.0;2.0;0.0;2;62;0;2018;4;15;True;False;False;False;True;False;False;False;150.0
966;0;1.0;-22.92515798934766;-43.17857867002935;3;1.0;1.0;1.0;0.0;7;1;0;2018;4;8;True;False;False;False;False;False;True;False;130.0
967;0;1.0;-22.963367910766923;-43.21945790746281;6;2.0;2.0;2.0;0.0;5;4;0;2018;4;15;False;False;False;True;False;True;False;False;799.0
968;0;1.0;-22.96781573073296;-43.18001154455974;4;1.5;2.0;2.0;0.0;3;3;0;2018;4;11;True;False;False;False;False;True;False;False;499.0
972;0;1.0;-22.983575481359765;-43.19522989213604;1;2.0;1.0;1.0;0.0;3;1;0;2018;4;8;True;False;False;False;False;False;True;False;109.0
973;0;4.0;-22.911130199475068;-43.187041857756405;4;1.0;1.0;4.0;50.0;3;5;0;2018;4;13;True;False;False;False;False;False;True;False;110.0
974;0;1.0;-22.96585356730886;-43.290746583205525;2;1.0;1.0;1.0;0.0;1;0;1;2018;4;11;False;False;False;True;False;False;True;False;512.0
976;0;2.0;-22.923051270940363;-43.17445323777774;3;1.0;1.0;2.0;50.0;7;15;0;2018;4;10;False;False;True;False;False;False;True;False;116.0
977;0;3.0;-22.983287122281716;-43.211484073430896;2;1.0;1.0;1.0;120.0;2;34;0;2018;4;26;True;False;False;False;False;False;True;False;120.0
978;0;3.0;-22.984931683620157;-43.2108122839977;1;1.0;1.0;1.0;0.0;2;48;0;2018;4;24;True;False;False;False;False;False;True;False;86.0
979;0;2.0;-22.96569137432516;-43.180706533108456;2;1.0;1.0;1.0;45.0;5;64;1;2018;4;13;True;False;False;False;False;True;False;False;120.0
981;0;1.0;-22.97609034377398;-43.23600076772357;8;2.0;3.0;3.0;100.0;4;3;0;2018;4;11;False;False;True;False;False;False;True;False;1199.0
982;0;2.0;-22.92079513485149;-43.18613605593098;5;2.0;1.0;3.0;120.0;2;3;0;2018;4;14;True;False;False;False;False;False;True;False;239.0
984;1;2.0;-22.98180626674706;-43.19262566838697;2;1.0;1.0;1.0;0.0;3;68;1;2018;4;20;True;False;False;False;False;False;True;False;89.0
985;0;1.0;-22.91562707288393;-43.189761639897526;9;2.0;3.0;6.0;80.0;3;0;0;2018;4;14;True;False;False;False;True;False;False;False;447.0
987;0;1.0;-22.933404954821743;-43.179447024846816;3;1.0;1.0;2.0;0.0;2;3;0;2018;4;12;True;False;False;False;False;False;True;False;89.0
988;0;1.0;-22.967616774021423;-43.18947911697807;4;1.0;1.0;2.0;80.0;3;19;0;2018;4;17;True;False;False;False;False;False;True;False;212.0
991;0;1.0;-22.971427540863484;-43.191344827633344;4;1.0;1.0;2.0;20.0;3;3;0;2018;4;21;True;False;False;False;False;False;True;False;154.0
993;0;1.0;-22.96054419330101;-43.17313036595808;5;2.0;2.0;1.0;20.0;3;6;0;2018;4;19;True;False;False;False;False;False;True;False;318.0
994;0;1.0;-22.983418437239337;-43.213522346201664;4;2.0;2.0;2.0;0.0;5;12;0;2018;4;20;True;False;False;False;False;False;True;False;505.0
996;0;1.0;-22.92295883478913;-43.22929831925919;4;1.0;1.0;1.0;0.0;7;0;0;2018;4;12;True;False;False;False;False;True;False;False;1000.0
997;0;2.0;-22.933884094915022;-43.18318713300396;1;3.0;1.0;1.0;0.0;2;3;0;2018;4;28;True;False;False;False;False;False;True;False;79.0
999;0;2.0;-22.92264953645048;-43.18586374921618;2;1.0;1.0;2.0;0.0;1;4;0;2018;4;18;True;False;False;False;True;False;False;False;181.0
1000;1;5.0;-22.923545955043465;-43.18968670687483;2;1.0;1.0;2.0;0.0;2;18;0;2018;4;17;False;False;False;True;False;False;True;False;270.0
1001;0;1.0;-23.001332423585666;-43.6487639505345;5;3.0;3.0;5.0;70.0;1;0;0;2018;4;11;False;False;False;True;False;False;True;False;161.0
1003;0;6.0;-22.978467401229796;-43.19174435645121;5;1.5;1.0;1.0;50.0;3;82;1;2018;4;27;True;False;False;False;False;False;True;False;188.0
1004;1;2.0;-22.98192367337661;-43.19318266282632;2;1.0;1.0;1.0;0.0;3;152;0;2018;4;29;True;False;False;False;False;False;True;False;143.0
1005;0;2.0;-22.967836623284636;-43.18576293306239;7;3.0;3.0;5.0;30.0;2;46;0;2018;4;24;True;False;False;False;False;False;True;False;280.0
1007;1;3.0;-22.97931751892861;-43.18992799822156;3;1.0;1.0;1.0;30.0;3;123;0;2018;4;11;True;False;False;False;False;False;True;False;150.0
1008;0;1.0;-22.979186443032173;-43.19186208445719;4;1.0;2.0;2.0;0.0;5;0;0;2018;4;11;True;False;False;False;True;False;False;False;799.0
1009;0;1.0;-22.957237224175067;-43.18057801354839;4;1.0;1.0;2.0;100.0;5;0;0;2018;4;10;True;False;False;False;False;True;False;False;249.0
1010;0;2.0;-22.91264020993401;-43.18310335538254;2;1.0;1.0;1.0;40.0;2;70;1;2018;4;30;True;False;False;False;False;False;True;False;109.0
1012;0;4.0;-22.985071907544643;-43.19568749147897;5;2.0;2.0;5.0;68.0;5;68;1;2018;4;34;True;False;False;False;False;False;True;False;143.0
1013;0;1.0;-22.96957643520474;-43.18888244898157;3;1.5;2.0;2.0;0.0;6;15;0;2018;4;22;True;False;False;False;False;False;True;False;400.0
1014;0;3.0;-22.97084598474328;-43.18575865101918;3;1.0;1.0;1.0;40.0;5;8;1;2018;4;10;True;False;False;False;False;False;True;False;150.0
1016;0;3.0;-22.873930315478496;-43.56541215948566;5;1.5;2.0;4.0;48.0;1;16;0;2018;4;19;False;False;True;False;False;True;False;False;68.0
1019;1;5.0;-22.98405799249609;-43.19390705806564;2;1.0;1.0;2.0;0.0;3;69;0;2018;4;18;False;False;False;True;False;False;True;False;140.0
1020;0;3.0;-22.978671272700776;-43.1892490524404;6;2.0;3.0;3.0;0.0;5;4;1;2018;4;8;True;False;False;False;False;False;True;False;201.0
1021;0;1.0;-22.91762027730588;-43.17711891778839;2;1.0;1.0;1.0;65.0;5;1;0;2018;4;8;False;False;False;True;False;False;True;False;270.0
1023;0;1.0;-22.92734468576279;-43.2096334085181;2;2.0;1.0;1.0;0.0;3;1;0;2018;4;10;True;False;False;False;False;True;False;False;290.0
1024;0;3.0;-22.985062320900187;-43.19629842809661;4;1.5;1.0;1.0;50.0;2;6;0;2018;4;26;True;False;False;False;False;False;True;False;181.0
1028;0;3.0;-22.9740063916888;-43.19223355249299;4;1.0;0.0;1.0;80.0;1;3;0;2018;4;13;True;False;False;False;False;False;True;False;150.0
1030;0;1.0;-22.94865688948937;-43.19018586360773;1;1.0;1.0;1.0;0.0;1;0;0;2018;4;5;True;False;False;False;True;False;False;False;410.0
1031;0;1.0;-22.913392850073013;-43.21243766475165;4;2.0;1.0;2.0;0.0;1;0;0;2018;4;12;True;False;False;False;True;False;False;False;854.0
1033;0;3.0;-22.981881835982183;-43.19286448466576;2;2.0;1.0;1.0;0.0;3;29;0;2018;4;19;True;False;False;False;False;True;False;False;120.0
1036;0;4.0;-22.99575836919865;-43.27004019048572;2;1.0;1.0;1.0;50.0;2;1;0;2018;4;6;False;False;False;True;False;False;True;False;120.0
1037;0;1.0;-22.91504412341357;-43.18776416753362;2;1.0;1.0;2.0;40.0;1;7;0;2018;4;10;True;False;False;False;False;False;True;False;140.0
1038;1;1.0;-22.96897507564624;-43.18947324627519;6;2.0;2.0;2.0;34.0;3;30;1;2018;4;26;True;False;False;False;False;False;True;False;239.0
1039;1;1.0;-22.95385674885607;-43.168386986168485;6;1.5;2.0;2.0;50.0;2;155;0;2018;4;31;True;False;False;False;False;True;False;False;174.0
1040;0;2.0;-22.91967177837448;-43.18614551109297;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;3;False;False;False;True;True;False;False;False;150.0
1044;0;2.0;-22.914599411343676;-43.18562002129478;4;1.0;1.0;2.0;0.0;2;88;1;2018;4;10;True;False;False;False;False;False;True;False;99.0
1045;0;1.0;-22.91341675902976;-43.19292521429129;2;1.0;1.0;1.0;0.0;2;5;0;2018;4;16;True;False;False;False;False;False;True;False;68.0
1047;0;1.0;-23.01332073808632;-43.445870901430666;4;3.0;2.0;2.0;50.0;2;16;0;2018;4;33;True;False;False;False;False;True;False;False;219.0
1048;0;3.0;-22.978991584589966;-43.2014965155452;2;1.0;1.0;1.0;0.0;2;2;1;2018;4;18;True;False;False;False;False;False;True;False;205.0
1049;0;2.0;-22.93622692748908;-43.17785395329657;1;1.0;1.0;1.0;0.0;1;3;1;2018;4;9;True;False;False;False;False;False;True;False;120.0
1051;0;2.0;-22.97236321622264;-43.18418604032259;6;2.0;3.0;4.0;48.0;2;43;0;2018;4;17;True;False;False;False;False;False;True;False;328.0
1053;1;2.0;-22.980273278072765;-43.19416056615227;3;1.0;1.0;2.0;50.0;3;79;1;2018;4;18;True;False;False;False;False;False;True;False;79.0
1054;0;1.0;-22.98698791470918;-43.192852109560754;4;1.5;3.0;2.0;0.0;4;20;0;2018;4;25;True;False;False;False;False;False;True;False;400.0
1055;0;2.0;-23.010972056894893;-43.342360696333024;2;1.0;1.0;1.0;100.0;2;3;0;2018;4;23;True;False;False;False;False;False;True;False;199.0
1056;0;1.0;-22.97959170394751;-43.22012700112352;6;2.0;3.0;5.0;76.0;1;7;0;2018;4;9;True;False;False;False;False;False;True;False;301.0
1057;0;1.0;-22.970257015596797;-43.39484100673242;5;1.0;2.0;2.0;0.0;1;0;0;2018;4;15;True;False;False;False;True;False;False;False;301.0
1059;0;1.0;-22.949477943676104;-43.34903371920685;2;1.0;1.0;2.0;60.0;2;0;0;2018;4;7;True;False;False;False;False;True;False;False;79.0
1061;0;2.0;-22.963099862108717;-43.19179929789876;4;1.0;1.0;3.0;50.0;2;45;0;2018;4;12;True;False;False;False;False;False;True;False;239.0
1062;0;1.0;-22.96012731907007;-43.27024264702776;6;3.0;2.0;2.0;100.0;7;0;0;2018;4;19;False;False;True;False;True;False;False;False;99.0
1063;0;2.0;-22.98233267984641;-43.193177059317264;2;2.0;1.0;2.0;0.0;7;0;0;2018;4;9;False;True;False;False;True;False;False;False;205.0
1064;0;3.0;-22.970610537662303;-43.18282974026364;4;1.0;1.0;2.0;50.0;4;4;0;2018;4;9;True;False;False;False;False;False;True;False;140.0
1065;0;2.0;-22.97670384990548;-43.19478587786622;1;1.0;1.0;1.0;0.0;1;3;0;2018;4;8;True;False;False;False;True;False;False;False;546.0
1066;0;2.0;-22.92180258350457;-43.186179455482765;4;1.0;1.0;3.0;0.0;2;2;0;2018;4;4;False;False;True;False;False;True;False;False;151.0
1067;1;2.0;-22.981605067205365;-43.19168635551131;2;1.0;1.0;2.0;50.0;3;78;1;2018;4;16;True;False;False;False;False;False;True;False;79.0
1068;1;2.0;-22.98051148822045;-43.19360960114187;2;1.0;1.0;1.0;50.0;3;19;0;2018;4;17;True;False;False;False;False;False;True;False;99.0
1069;0;3.0;-22.917640691603697;-43.18150437444036;2;1.0;1.0;1.0;0.0;2;16;0;2018;4;14;False;False;False;True;False;False;True;False;557.0
1070;0;1.0;-22.975804181967924;-43.19379387107091;7;1.5;3.0;3.0;0.0;2;36;1;2018;4;26;True;False;False;False;True;False;False;False;201.0
1071;0;1.0;-22.92222370113361;-43.18299014079426;2;1.0;0.0;1.0;0.0;4;5;0;2018;4;11;True;False;False;False;False;False;True;False;123.0
1076;0;2.0;-22.99505136727525;-43.257157468151576;2;1.0;1.0;1.0;0.0;3;11;1;2018;4;21;True;False;False;False;False;True;False;False;150.0
1077;0;1.0;-22.94277954949694;-43.33080956805558;1;1.0;1.0;2.0;100.0;1;0;1;2018;4;25;True;False;False;False;False;True;False;False;72.0
1079;0;1.0;-23.030627918801827;-43.47613880177314;6;2.0;2.0;1.0;0.0;7;0;0;2018;4;10;True;False;False;False;False;False;True;False;683.0
1081;0;1.0;-22.980121282120923;-43.1897010985646;3;1.0;1.0;4.0;60.0;5;19;1;2018;4;23;True;False;False;False;False;False;True;False;130.0
1084;0;4.0;-22.976867242009767;-43.19342832744825;2;1.0;1.0;1.0;0.0;7;0;0;2018;4;9;True;False;False;False;False;False;True;False;499.0
1085;0;1.0;-22.933648295748142;-43.17575013403341;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;10;True;False;False;False;True;False;False;False;1000.0
1086;0;2.0;-22.917643095825472;-43.18658679018593;2;1.0;1.0;1.0;80.0;3;16;1;2018;4;18;False;False;True;False;False;False;True;False;201.0
1087;0;3.0;-22.961253315373977;-43.215995946006;3;1.0;1.0;2.0;110.0;2;3;0;2018;4;13;True;False;False;False;False;False;True;False;140.0
1090;0;1.0;-22.950193902382303;-43.18915703799741;4;2.0;2.0;2.0;0.0;3;23;0;2018;4;17;True;False;False;False;False;False;True;False;359.0
1091;0;2.0;-22.980572951545547;-43.20324371605067;6;2.0;3.0;1.0;80.0;2;1;0;2018;4;7;True;False;False;False;False;False;True;False;601.0
1092;0;1.0;-22.918258444446277;-43.2067478913212;2;1.0;2.0;1.0;0.0;2;8;1;2018;4;23;True;False;False;False;True;False;False;False;205.0
1093;0;3.0;-22.979179370969224;-43.1901439995222;4;1.0;1.0;1.0;20.0;5;0;0;2018;4;12;True;False;False;False;False;False;True;False;191.0
1094;0;1.0;-22.931527813030616;-43.17639745269562;4;1.0;1.0;1.0;0.0;2;1;0;2018;4;7;True;False;False;False;False;False;True;False;400.0
1095;0;1.0;-22.958750345191252;-43.181306803147415;3;1.0;1.0;2.0;0.0;3;4;0;2018;4;9;True;False;False;False;False;True;False;False;348.0
1096;0;1.0;-22.953196709835773;-43.19305861509347;5;2.0;3.0;3.0;68.0;3;43;0;2018;4;21;True;False;False;False;False;False;True;False;137.0
1097;0;1.0;-22.93609700406836;-43.24258946972531;2;1.5;1.0;2.0;0.0;1;0;1;2018;4;8;True;False;False;False;False;False;True;False;99.0
1098;0;3.0;-22.96671956829976;-43.183218095146856;6;2.0;3.0;5.0;50.0;4;20;0;2018;4;37;True;False;False;False;False;False;True;False;329.0
1099;0;1.0;-22.96839541601458;-43.18283916409906;2;1.0;1.0;1.0;0.0;2;21;0;2018;4;18;True;False;False;False;False;False;True;False;219.0
1100;0;1.0;-22.933029455729603;-43.19771694871796;2;1.0;1.0;2.0;0.0;2;0;0;2018;4;10;False;False;True;False;False;True;False;False;250.0
1101;0;1.0;-22.967614515706217;-43.1910554464421;5;2.0;3.0;4.0;0.0;2;10;0;2018;4;18;True;False;False;False;False;False;True;False;550.0
1105;0;1.0;-22.95363797827254;-43.34186880419406;2;3.0;1.0;1.0;0.0;2;0;0;2018;4;9;False;False;True;False;False;False;True;False;205.0
1107;0;1.0;-22.96510946000392;-43.190946702250194;1;1.0;1.0;1.0;0.0;7;2;0;2018;4;9;True;False;False;False;False;False;True;False;150.0
1110;0;3.0;-22.96206371702553;-43.167257529313694;4;1.0;2.0;3.0;68.0;3;1;0;2018;4;9;True;False;False;False;False;False;True;False;239.0
1111;0;3.0;-22.916055083538858;-43.18214506556642;2;1.0;1.0;1.0;0.0;1;53;0;2018;4;13;True;False;False;False;False;False;True;False;500.0
1112;0;1.0;-22.94076630049608;-43.250449185644605;1;1.0;1.0;1.0;0.0;1;0;0;2018;4;1;True;False;False;False;True;False;False;False;693.0
1114;0;6.0;-22.962086764649055;-43.17402869132254;6;2.0;1.0;6.0;100.0;3;5;0;2018;4;6;True;False;False;False;False;False;True;False;120.0
1116;0;1.0;-22.967515600875345;-43.182605975441184;4;1.0;2.0;2.0;0.0;3;3;0;2018;4;28;True;False;False;False;False;False;True;False;301.0
1117;0;1.0;-22.966379964518747;-43.18229927819469;2;1.0;1.0;1.0;0.0;1;6;0;2018;4;16;True;False;False;False;False;False;True;False;174.0
1119;0;2.0;-22.90820899255633;-43.29179056747457;2;1.0;1.0;2.0;0.0;2;0;0;2018;4;13;True;False;False;False;False;True;False;False;601.0
1120;0;4.0;-22.94549016986589;-43.160219062145686;2;1.0;1.0;1.0;0.0;5;0;0;2018;4;11;True;False;False;False;True;False;False;False;201.0
1121;0;3.0;-22.917349029857547;-43.178403589856046;4;2.0;2.0;2.0;100.0;2;10;1;2018;4;32;True;False;False;False;False;True;False;False;348.0
1125;0;2.0;-22.91374535069116;-43.18778322031879;4;1.0;1.0;2.0;100.0;3;7;1;2018;4;13;True;False;False;False;False;False;True;False;201.0
1126;0;1.0;-22.935053011988145;-43.1789430915082;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;16;True;False;False;False;True;False;False;False;290.0
1127;0;3.0;-22.96939084711364;-43.1871863981697;6;1.5;2.0;6.0;35.0;3;28;1;2018;4;14;True;False;False;False;False;False;True;False;232.0
1128;0;2.0;-22.981412959194245;-43.19140310132117;2;2.0;2.0;2.0;0.0;1;0;0;2018;4;15;True;False;False;False;True;False;False;False;451.0
1129;0;2.0;-23.00299624355476;-43.36649170160468;3;1.0;1.0;1.0;0.0;4;0;0;2018;4;12;True;False;False;False;False;True;False;False;1001.0
1134;0;5.0;-22.935617168769607;-43.199626340511145;3;1.0;1.0;1.0;85.0;1;9;0;2018;4;9;True;False;False;False;False;False;True;False;171.0
1136;0;6.0;-22.96101931264075;-43.17567946588687;6;2.0;1.0;6.0;50.0;3;1;0;2018;4;9;True;False;False;False;False;False;True;False;99.0
1138;0;2.0;-22.933547375588194;-43.182463341378735;2;2.5;1.0;1.0;0.0;2;1;0;2018;4;21;True;False;False;False;False;False;True;False;120.0
1139;1;2.0;-22.980708947094783;-43.19432201150273;2;1.0;1.0;1.0;0.0;4;108;1;2018;4;28;True;False;False;False;False;False;True;False;79.0
1140;1;1.0;-22.985936371596427;-43.19165277984789;4;1.5;2.0;3.0;60.0;6;62;0;2018;4;27;True;False;False;False;False;False;True;False;239.0
1141;0;1.0;-22.91811798484748;-43.19270976885896;2;1.0;1.0;1.0;0.0;2;0;0;2018;4;8;False;False;True;False;False;True;False;False;680.0
1145;0;1.0;-22.983199970685195;-43.19187574314663;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;9;True;False;False;False;True;False;False;False;499.0
1147;0;1.0;-22.979046133769074;-43.18965515781378;4;1.0;2.0;2.0;0.0;2;36;1;2018;4;10;True;False;False;False;False;False;True;False;308.0
1148;1;5.0;-22.967904173733253;-43.18117894725358;4;1.0;1.0;1.0;0.0;1;4;0;2018;4;17;True;False;False;False;False;False;True;False;171.0
1149;0;1.0;-22.98688797624133;-43.19314665266163;2;1.0;1.0;1.0;0.0;1;0;0;2018;4;6;True;False;False;False;False;False;True;False;379.0
1150;0;6.0;-22.912141683174507;-43.17481956841688;3;1.0;1.0;2.0;80.0;3;0;0;2018;4;20;True;False;False;False;False;True;False;False;68.0
1151;0;1.0;-22.91542280317088;-43.2122424542094;4;2.0;1.0;2.0;0.0;1;0;0;2018;4;24;True;False;False;False;True;False;False;False;1021.0
1153;0;1.0;-22.97215830687888;-43.18637392127413;6;2.5;3.0;3.0;50.0;3;70;0;2018;4;14;True;False;False;False;False;False;True;False;348.0
1155;0;4.0;-22.91615011128162;-43.180231509001445;4;1.0;1.0;3.0;42.0;2;67;0;2018;4;22;True;False;False;False;False;False;False;True;239.0
1156;0;1.0;-22.931668995257567;-43.18712033714628;4;1.5;2.0;2.0;32.0;3;16;0;2018;4;20;True;False;False;False;False;False;True;False;157.0
1158;0;1.0;-22.91459598347685;-43.17935972148842;2;1.0;1.0;1.0;0.0;3;0;0;2018;4;8;True;False;False;False;False;True;False;False;229.0
1163;0;3.0;-22.96297394563881;-43.17077279881078;7;1.0;2.0;5.0;50.0;1;2;1;2018;4;19;True;False;False;False;False;False;True;False;253.0
1164;0;4.0;-22.91616314561557;-43.181984335636194;3;1.0;1.0;2.0;42.0;2;18;1;2018;4;17;True;False;False;False;False;False;True;False;85.0
1166;0;3.0;-22.933749285264916;-43.18456778819317;2;2.0;1.0;1.0;50.0;2;2;0;2018;4;9;True;False;False;False;False;False;True;False;68.0
1167;0;2.0;-22.937891606484182;-43.17697548691709;5;2.0;3.0;4.0;0.0;5;24;0;2018;4;18;True;False;False;False;False;False;True;False;130.0
1168;0;1.0;-22.922153138546214;-43.187818971358624;4;1.5;2.0;2.0;0.0;2;10;0;2018;4;11;True;False;False;False;False;True;False;False;294.0
1170;0;1.0;-22.983199455978884;-43.225283696324304;6;3.0;3.0;5.0;0.0;3;42;0;2018;4;27;True;False;False;False;False;False;True;False;1195.0
1173;0;1.0;-22.97114422486229;-43.17706946958614;2;1.0;1.0;1.0;0.0;3;172;1;2018;4;20;True;False;False;False;False;False;True;False;161.0
1174;0;2.0;-22.91801557615614;-43.1795883810854;2;1.0;1.0;1.0;0.0;7;10;0;2018;4;8;True;False;False;False;False;False;True;False;154.0
1175;0;1.0;-22.986683797336664;-43.19688701865774;3;1.0;1.0;1.0;0.0;6;5;0;2018;4;12;True;False;False;False;False;True;False;False;683.0
1176;0;1.0;-22.941983131068888;-43.19878302491932;4;1.0;2.0;4.0;100.0;5;8;1;2018;4;21;True;False;False;False;False;True;False;False;301.0
1178;0;2.0;-22.906632519708708;-43.27425829424043;2;1.0;1.0;1.0;70.0;1;0;0;2018;4;4;True;False;False;False;False;False;True;False;208.0
1180;0;1.0;-23.009238687409667;-43.4382647696328;2;1.0;1.0;1.0;0.0;2;22;0;2018;4;16;True;False;False;False;False;False;True;False;143.0
1181;1;1.0;-22.99170483773837;-43.23278192408194;2;1.0;1.0;1.0;0.0;3;126;1;2018;4;15;True;False;False;False;False;False;True;False;201.0
1182;0;2.0;-22.95594873773377;-43.19154289111218;4;1.0;2.0;2.0;0.0;1;0;0;2018;4;4;True;False;False;False;True;False;False;False;451.0
1184;1;1.0;-22.983095784753864;-43.22537585876001;4;1.5;2.0;2.0;0.0;1;93;0;2018;4;26;True;False;False;False;False;False;True;False;410.0
1185;0;1.0;-22.913588657385134;-43.19172082535544;3;1.0;0.0;1.0;20.0;2;0;0;2018;4;12;True;False;False;False;False;False;True;False;89.0
1187;0;6.0;-22.965647203996333;-43.17481481685413;4;1.0;0.0;1.0;80.0;3;2;1;2018;4;19;True;False;False;False;True;False;False;False;249.0
1191;0;1.0;-22.978704111879463;-43.22378667140836;2;1.0;1.0;1.0;65.0;1;11;1;2018;4;19;True;False;False;False;False;False;True;False;181.0
1192;1;1.0;-22.96733304624997;-43.18689589600744;3;1.0;1.0;3.0;76.0;2;201;1;2018;4;25;True;False;False;False;False;False;True;False;188.0
1193;0;4.0;-22.981311465669634;-43.191191624501705;3;1.0;1.0;1.0;0.0;4;0;0;2018;4;23;True;False;False;False;False;True;False;False;154.0
1194;0;1.0;-22.91307708922953;-43.2168153570119;1;2.0;1.0;2.0;65.0;2;18;0;2018;4;35;True;False;False;False;False;False;True;False;51.0
1195;1;5.0;-22.97477975889583;-43.19105477938173;2;1.0;1.0;1.0;0.0;2;60;0;2018;4;18;True;False;False;False;False;False;True;False;130.0
1197;0;2.0;-22.917974628581;-43.18001199935661;2;1.0;1.0;1.0;0.0;3;5;0;2018;4;6;True;False;False;False;False;False;True;False;281.0
1199;0;1.0;-22.965868494171254;-43.19024767641849;2;1.0;1.0;1.0;100.0;2;7;0;2018;4;25;False;False;False;True;False;False;True;False;89.0
1201;0;2.0;-22.96899508088045;-43.18428906919067;4;1.0;1.0;1.0;50.0;2;57;0;2018;4;16;True;False;False;False;False;False;True;False;109.0
1202;0;3.0;-22.912768182611742;-43.233001415236295;2;1.0;3.0;1.0;50.0;2;29;0;2018;4;24;True;False;False;False;False;False;True;False;41.0
1203;0;1.0;-22.95066556521836;-43.18897533184225;2;0.0;1.0;1.0;0.0;1;0;0;2018;4;7;False;False;False;True;True;False;False;False;444.0
1204;0;1.0;-22.92768703389905;-43.19248138095894;2;2.0;1.0;1.0;90.0;3;0;0;2018;4;12;True;False;False;False;False;True;False;False;150.0
1205;0;1.0;-22.960436171588864;-43.17400252580361;3;1.0;1.0;2.0;0.0;3;1;0;2018;4;9;False;False;True;False;False;False;True;False;512.0
